userName,score,at,label_data,content
gmt Sparepart,2,11/21/2022 2:47,negatif,"Padahal dulu langganan pakai promo gopay bisa,, Tapi ternyata coba belum bisa."
Danang s,5,11/21/2022 2:46,positif,Sangat membantu gopay.. saat butuh saldo dimana saja langsung masuk.
Vanes Dwi Al Qorni,5,11/21/2022 2:45,positif,"mantap gopay sangat memuaskan pengguna, yang melakukan transaksi ke seluruh kota."
Alvyanto Yang,4,11/21/2022 2:41,positif,"Lumayan praktis,, bisa diharapkan untuk kirim dengan cepat"
Yulia 2021,3,11/21/2022 2:31,negatif,"Katanya banyak promo di gopay tapi saya tidak pernah dapat,, sedih 😌"
Ali Maruf,5,11/21/2022 2:30,positif,LinkAja memang membantu dan sangat mudah digunakan
rama,4,11/21/2022 2:28,positif,saya suka sih sama aplikasi ini pembayaran mudah dan fitur sudah lengkap 👍👍
fanani mahmud,4,11/21/2022 2:28,positif,"Proses transaksi mudah banget, cepat dan efisien"
Rafiandi Munandar,5,11/21/2022 2:27,positif,Terbaik karena praktis dan fiturnya lengkap sehingga memberikan kemudahan
ady 89,5,11/21/2022 2:25,positif,"Bagus, banyak membantu praktis dan tidak perlu keluar rumah. Mantap.."
lilix sulistyani,5,11/21/2022 2:25,positif,"Keren,, selama menggunakan aman dan bisa dipercaya,, jadi suka pakai linkaja 👍👍👍👍👍"
Yenty Widodo,5,11/21/2022 2:24,positif,"Memuaskan, pesanan cepat sampai dan pakai gopay jadi lebih murah"
Fathan Amal,5,11/21/2022 2:24,positif,Keren gojek bisa buat gopay untuk sistem pembayaran secara luas
Mahmudi 21,5,11/21/2022 2:17,positif,"Mantap gopay membantu keuangan saya,, banyak diskon kalau pintar cari promo"
M Kusyairi,5,11/21/2022 2:16,positif,"Membantu melancarkan usaha saya, kalau kirim bisa langsung pakai gopay"
Irma Hardianty,5,11/21/2022 2:13,positif,"Aplikasinya sangat memudahkan saya untuk bertransaksi, fitur mudah dipahami .. Terima kasih linkaja .."
syarif hidayat,5,11/21/2022 2:11,positif,Pelayanan di gopay lebih enak dan terjamin daripada yang lain yang biasanya lama
Candra Taupani,1,11/21/2022 2:10,negatif,"Buruk, jangan pakai linkaja,, lemot"
Arief Rachman,5,11/21/2022 2:03,positif,"Satu aplikasi banyak solusi,, itu gopay yang selalu ada setiap saat"
Nur Alam,1,11/21/2022 1:59,negatif,"Isi pulsa lemot, isi token gagal, mau hapus saja. "
Rusdi_ Aini,4,11/21/2022 1:54,positif,"Sangat bagus, beruntung memilih aplikasi ini"
Bunga Kania Khoerunnisa,5,11/21/2022 1:52,negatif,Apakah semakin mahal ya? Tolong jangan kemahalan kalau bisa yang pakai gopay bayarnya lebih murah
Nga Timan,5,11/21/2022 1:36,positif,"Aplikasinya sangat bagus, keren sekali ovo,, pertahankan kualitasnya"
Citra Dwi Safitri,1,11/21/2022 1:35,negatif,"Sudah lama laporan belum ditanggapi, melalui fitur laporan di aplikasi maupun melalui emai.."
Anggi Kusnadi,5,11/21/2022 1:29,positif,Terima kasih sudah membantu kirim uang ke keluarga
deblo fc,5,11/21/2022 1:13,positif,"sangat aman, pelayanannya cepat dan mudah, pasti puas"
dedet abdila,5,11/21/2022 1:11,positif,"Lebih mudah transaksi,, membantu sekali"
Neo sulendro,4,11/21/2022 1:06,positif,"Sangat membantu pembayaran lewat gopay, dan membuka peluang bagi pemilik usaha online"
ramsari Tania,4,11/21/2022 1:00,positif,"Selama pakai gopay, nyaman dan merasa enak karena mudah digunakan"
Alaw Chokim,5,11/21/2022 1:00,positif,"Puas sekali belanja pakai saldo di ovo, dapat bonus cukup hemat"
Rina Gustina,5,11/21/2022 0:59,positif,"Mantap untuk transaksi online, tidak perlu keluar"
Kucing Meong,5,11/21/2022 0:54,positif,"Bagus, sampai saya sarankan ke semua teman yang butuh aplikasi untuk transfer"
dimas emde,5,11/21/2022 0:46,positif,"Mantap aplikasi wajib pakai, dijamin puas dan aman"
Bexty Rahayu,4,11/21/2022 0:43,positif,pembayaran yang mudah dan cepat membuat saya tetap menggunakan ovo
Liya 27,5,11/21/2022 0:33,positif,Aman nyaman dan terpercaya.. Aplikasinya juga selalu lancar
Dony 88,5,11/21/2022 0:32,positif,"Bagus banget bisa semua,, belanja online selalu pakai ovo untuk menghemat😘😘 Ok"
anugerah Cell,5,11/21/2022 0:22,positif,"Pakai aplikasi ini untuk kirim uang pasti mudah, fiturnya lengkap"
Cici Kilana,4,11/21/2022 0:22,positif,"Keren, bagus aplikasinya terpercaya  "
Aris Sulistianto,4,11/21/2022 0:15,positif,"Mudah penggunaannya, transfer dimana saja pasti aman"
asyifa supardi,5,11/21/2022 0:14,positif,"mudah transaksinya, dapat digunakan untuk kebutuhan online"
Maldini Haryadi Saputra,1,11/21/2022 0:11,negatif,"Kecewa, kenapa sekarang gopay koin tidak bisa pakai promo?"
Murhana Keyla,5,11/21/2022 0:10,positif,Aplikasi sangat memuaskan. Cepat banget.. Terima kasih ovo
Juliyanti Tohis,5,11/21/2022 0:09,positif,Terima kasih untuk aplikasinya yang sangat membantu memudahkan urusan keuangan
Adha Alfiansyah,5,11/21/2022 0:05,negatif,"Sudah lama saya mendaftar online tapi hanya di verifikasi.. tapi belum ada tindakan selanjutnya,, padahal tertarik menggunakan gopay"
IM_Anas Safii,3,11/21/2022 0:03,positif,"Layanan sudah bagus, fitur juga sudah oke. Aman!!!"
Khansa Azahra,5,11/20/2022 23:39,negatif,"Bagaimana ini?? Kenapa gopay gangguan lagi,, sama seperti sebelumnya"
getti fajral,4,11/20/2022 23:38,positif,"bagus sekali, mudah untuk saya yang pengguna baru"
Rizki Al Fathi,3,11/20/2022 23:37,positif,SELALU PUAS KALAU MAU PESAN MAKANAN DAN BAYAR DI GOPAY!!!!!!
Suratno Jakarta,5,11/20/2022 23:34,positif,Aplikasi gojek sangat mudah di gunakan dan fitur gopay mudah dipahami dengan cepat.. Sukses selalu..
puput kencana,4,11/20/2022 23:33,positif,"cukup puas dengan adanya gojek, karena ada fitur gopay yang bisa melakukan transaksi dengan mitra yang banyak"
Sandy Wibowo (Indo Permata Jaya),5,11/20/2022 23:20,positif,"Keren untuk yang bisa membuat gopay, bisa membantu banyak orang"
fajar rosyid,5,11/20/2022 23:20,positif,"ayo pakai ovo, dijamin nyaman dipakai, bisa diandalkan"
One first,1,11/20/2022 23:16,negatif,"Percuma!!! Yang jawab otomatis, Aplikasi tidak jelas, tidak bisa kirim saldo sesama pengguna gopay karena gangguan."
BUAT MAIN GAME,5,11/20/2022 23:14,positif,Bagus untuk yang mau simpan saldo praktis tanpa punya atm.. solusinya dengan menggunakan gopay
Arif Used88,5,11/20/2022 23:11,positif,"Cepat sekali transfer pakai ovo, pokoknya aman selalu"
Sindi Claudia Yasanti (Cia no: 35),5,11/20/2022 22:46,positif,"Aplikasinya bagus, aman, dan cepat masuk kalau kirim uang"
Mobile Toko,3,11/20/2022 22:32,negatif,"Mahal biaya admin.. Jadi malas pakai ovo, mau ganti saja"
Triwati Halawa,4,11/20/2022 20:53,positif,Sangat bagus mudah untuk transaksi
Siti Wahyu,1,11/20/2022 20:34,negatif,"Verifikasinya susah, ovo semakin jelek, kecewa"
Fadil Van Rossi,5,11/20/2022 19:55,positif,Bagus untuk kaum muda yang menginginkan kemudahan transaksi
Pendekar Mata seribu,5,11/20/2022 19:42,positif,"Transfer ke bank jadi lebih mudah, bisa dimana saja dengan ovo"
Putri Citra Soraya,4,11/20/2022 19:36,negatif,Kenapa sekarang di aplikasi sering eror dan lemot kalau mau buka gopay
Layla Eva Kalyana,1,11/20/2022 19:32,negatif,Sudah 6 bulan tapi tidak dapat diskon. Padahal sering pakai gopay untuk pembayaran
Yemima Merna,2,11/20/2022 19:25,negatif,Tidak bisa untuk transfer sering eror
Mekat Tarigan,1,11/20/2022 19:05,negatif,Kenapa transaksi dari dana tidak masuk ke ovo saya?? semakin menurun kualitasnya
Ariado Rido,5,11/20/2022 19:04,positif,"Sangat baik,, pasti aman kalau pakai linkaja,, fitur cukup untuk memenuhi kebutuhan"
Mursalim Daeng,5,11/20/2022 17:52,positif,"cocok untuk saya yang suka belanja online,, fiturnya lengkap"
Teuku Aprie,1,11/20/2022 17:47,negatif,"Aplikasi ini merepotkan, susah untuk digunakan"
franky de vallent,5,11/20/2022 17:28,positif,"Aplikasinya sangat membantu, bisa digunakan dimana saja asalkan ada saldo"
amy r,1,11/20/2022 17:07,negatif,"Pakai gojek sedikit bonus, padahal beli sesuatu selalu pakai saldo gopay, sedih!!!"
Imam Rifa'i,4,11/20/2022 16:19,positif,"Selalu puas kalau transaksi di ovo, semoga dapat bonus lagi"
Adi Kasmono,1,11/20/2022 16:16,negatif,Kenapa gak bisa diperbarui? foto sudah jelas gak bisa
Mamet Vega,4,11/20/2022 15:56,positif,"Kalau bisa banyak promonya lagi, pasti banyak yang memberikan 5 bintang.. Yakin.."
Richie Segara,5,11/20/2022 15:53,positif,"Mantap dan keren selalu bisa diandalkan, keren ovo"
Dwi Wahyu,5,11/20/2022 15:52,positif,"aplikasinya bagus banget, bermanfaat untuk saya untuk simpan uang"
SYAHRIL RAMADHAN PUTRAIS,5,11/20/2022 15:45,positif,"Oke sejauh ini aman, semoga lebih baik aplikasinya"
Syarif Hidayat,5,11/20/2022 15:30,positif,"Bagus dan banyak bonus kalau sering belanja pakai ovo,,"
Fani Fani,5,11/20/2022 15:23,positif,"Mudah digunakan,, aman dan cepat kalau kirim uang"
mesin Toxic,5,11/20/2022 15:22,positif,"aman dan bisa diandalkan,, saya pakai pasti cepat prosesnya"
Ali Muhali,5,11/20/2022 15:05,positif,"Oke banget aplikasinya, nyaman dan mudah kalau cari fiturnya"
Supri Yatna,5,11/20/2022 15:03,positif,"Mudah dalam transaksi, tidak mau pindah yang lain"
Ismu Blues,5,11/20/2022 14:59,positif,"Sangat baik,, pelayanannya bagus dan cepat juga"
pleky sanjaya,1,11/20/2022 14:54,negatif,"Sudah isi saldo, tapi kenapa uang terpotong?? Parah.."
Kausar Tamudo,4,11/20/2022 14:53,positif,"Cukup membantu, bagus untuk digunakan pembayaran online"
MR. Maldani,5,11/20/2022 14:50,positif,sama seperti dompet digital lainnya lancar dan puas dipakai
redy irawan,5,11/20/2022 14:40,positif,Oke menurut saya ovo salah satu aplikasi digital terbaik
lina delau,5,11/20/2022 14:28,positif,Terimakasih sangat bagus dan bermanfaat untuk saya
Ditta Sulistya,5,11/20/2022 14:23,positif,"praktis kalau mau belanja, bisa pakai metode dengan ovo untuk bayar"
agus harjono,5,11/20/2022 14:17,positif,"selalu terpercaya, pasti aman digunakan"
Go2n Bae,3,11/20/2022 14:14,positif,"Semakin banyak untung kalau transaksi di linkaja, jadi suka"
Regar 02,5,11/20/2022 14:13,positif,"Mantap kalau pakai ovo selalu puas, karena terpercaya"
Galeh Marsel,5,11/20/2022 14:07,positif,"Mantap, pokonya ovo paling bisa diandalkan"
Agus Mardianto,5,11/20/2022 13:58,positif,"Bagus sekali,, pokoknya tingkatkan keamanan supaya semakin mantap"
yudis 48,5,11/20/2022 13:58,positif,ovo kalau digunakan gunakan mudah dan transfer cepat masuk ke rekening
benny BM,4,11/20/2022 13:53,positif,"Nyaman sejauh ini, semoga fiturnya semakin lengkap"
Heri Juhaeri,5,11/20/2022 13:51,positif,Transaksi sangat cepat. Bayar juga semakin mudah
Kasiyadi,4,11/20/2022 13:50,positif,"Keren sekali,, ayo ganti ke ovo dijamin puas dan aman"
Lipay Davinci,5,11/20/2022 13:42,positif,Sangat memudahkan dalam urusan pembayaran online
Deddy Sukardi,5,11/20/2022 13:31,positif,"OVO sangat bisa dipercaya, jangan ragu, pasti aman 👍"
fery faisyal,5,11/20/2022 13:28,positif,"Ovo paling keren, ada bonus kalau sering isi saldo dan kirim saldo"
CHANNEL KELUARGAR BANG REGAR,5,11/20/2022 13:24,positif,Mantap sekali bisa pakai ovo kalau lagi belanja di toko manapun
Edi Supriadi,5,11/20/2022 13:05,positif,"Luar biasa,, pasti ovo bisa jadi pilihan terbaik untuk transaksi"
Ade Delisa,5,11/20/2022 12:58,positif,"aplikasinya bagus, keren, dan mudah daftarnya"
Leon Chox,5,11/20/2022 12:58,positif,"Terimakasih OVO.. Pasti selalu pakai ovo, karen sudah terbukti kualitasnya 👍🙏"
Mahir Mahir,5,11/20/2022 12:52,positif,OVO Mantap untuk bayar pulsa dan tagihan listrik
ali sodikin,5,11/20/2022 12:50,positif,"sangat cepat dan mudah,, bahasa di aplikasinya mudah dimengerti juga"
Angga C,5,11/20/2022 12:43,positif,"Oke banget, beruntung kalau pakai ovo, bonus ada kalau sering digunakan"
achmad jani jahja,5,11/20/2022 12:31,positif,"transaksi cepat, rekomendasi aplikasi keuangan terbaik linkaja"
Riri Jaya,5,11/20/2022 12:25,positif,Lebih mudah pake ovo daripada pembayaran apapun terima kasih ovo
Denny Triyadi,5,11/20/2022 12:24,positif,"Bagus dan sangat cepat untuk transaksi,, bisa digunakan untuk transfer ke aplikasi digital lain"
Saripudin Andien,5,11/20/2022 12:09,positif,Sangat membantu segalanya.. Bisa menjadi solusi untuk hemat juga karena bentuk saldo
Dwinugroho Nugroho,4,11/20/2022 12:08,positif,"Sangat membantu,, pasti puas dengan pelayanan di linkaja"
Stevanus Santoso,2,11/20/2022 12:00,negatif,"Sulit terhubung ke my Pertamina, perbaiki"
Melianus Degei,2,11/20/2022 11:53,negatif,"Mohon diperbarui lagi, orang mau update email lama"
risna cikal,5,11/20/2022 11:29,positif,"mantap ovo,, aman kan? Sudah terbukti aman dan mudah"
boris william,5,11/20/2022 11:19,positif,bagus untuk pembayaran online maupun di toko
Opik Aditya,5,11/20/2022 11:19,positif,"Bagus, bisa buat simpan uang dalam saldo, sehingga bisa hemat"
Sopiandi Sopiandi,5,11/20/2022 11:18,positif,"Oke banget untuk aplikasi keuangan, lengkap juga fiturnya.. Dijamin suka"
R 14620047,5,11/20/2022 11:08,positif,"Suka banget sama ovo, bisa diandalkan dan digunakan dengan baik"
Fajar Ardianto,5,11/20/2022 11:06,positif,"Mantap cepat bermanfaat untuk semua masyarakat, kalau mau coba bisa diunduh dulu"
novi yanti,5,11/20/2022 11:04,positif,"selalu nyaman dan aman,, pasti puas pakai ovo"
pirman sah,5,11/20/2022 11:03,positif,sangat bagus dan membantu sekali dalam transaksi kebutuhan
wartono wrtn,5,11/20/2022 10:59,positif,"Oke pasti aman kalau bayar belanja disini, karena sudah terbukti"
Jne Nagrak,5,11/20/2022 10:55,positif,Bagus banget dan cepat diproses kalau kirim uang
Muklis Jadid,5,11/20/2022 10:47,positif,"Mantap, bisa digunakan dengan cepat saldo yang masuk"
Haryono Mozza,1,11/20/2022 10:46,negatif,"Apakah ovo mengalami gangguan?? tolong perbaiki, sebelum semakin banyak gangguan"
Woohyun Nugraha,1,11/20/2022 10:40,negatif,menyesal pakai ovo. Biaya admin mahal banget
LAMS chanel,5,11/20/2022 10:38,positif,Mudah dan cepat dalam transaksi.. Terima kasih ovo
Yari Algadri,5,11/20/2022 10:27,positif,"Nyaman digunakan, pasti aman jangan khawatir saldo hilang"
Lani Bapenda,5,11/20/2022 10:20,positif,Mantap bisa transfer dengan cepat tanpa kendala
Ida bagus komang rai,5,11/20/2022 10:16,positif,"Mantap,, saya sarankan untuk unduh ovo sebagai alat transaksi belanja online"
Tri Magetan,5,11/20/2022 10:15,positif,"Cepat dan mudah transaksi pakai OVO,,gak ribet"
Kartika Lamakasusa,3,11/20/2022 10:04,negatif,Kenapa sampai 2 hari tidak bisa transaksi????
Fathur Rahman,1,11/20/2022 10:04,negatif,"Aplikasi apa ini? gak jelas, transfer gak masuk Saldo saya malah hilang"
Muh Ilhamb,3,11/20/2022 10:03,negatif,"Mengecewakan, saya isi saldo berulang, susah sekali"
Po Lee,1,11/20/2022 9:59,negatif,"Tadi saya melakukan transaksi, saldo sudah dipotong tapi tidak sampai tujuan, aneh ovo"
Eka Wisa,5,11/20/2022 9:58,positif,"Cukup bagus dan cepat, semoga banyak bonus kedepannya"
Abdurrohman Wahid,4,11/20/2022 9:53,positif,Membantu.. selama saya menggunakan bisa diandalkan karena cepat
Katakuri Charlote,1,11/20/2022 9:49,negatif,"aplikasi buruk susah dibuka,, semakin aneh ovo ini�"
Iis Iis,5,11/20/2022 9:42,positif,baru pakai ovo dan merasa nyaman.. Mau pakai ovo saja untuk transaksi
Erwin Domo,5,11/20/2022 9:37,positif,Sangat membantu keuangan jadi terkendali karena ovo
Tri Suyitno,5,11/20/2022 9:34,positif,"Bagus, tidak diragukan,, ayo segera pakai ovo!! "
ABD. Rachman Saleh Perwira Negara,5,11/20/2022 9:25,positif,Bagus aplikasi sangat membantu.... Kalau bisa kerjasama dengan aplikasi belanja online supaya bisa pakai belanja....
Yus Man,1,11/20/2022 9:21,negatif,"Belum bisa terhubung, aneh padahal mau isi saldo"
Nopi Tias,5,11/20/2022 9:15,positif,Mudah dipakai dan membantu sekali untuk digunakan transaksi
bayuayd bayuayd,1,11/20/2022 9:05,negatif,"Layanan semakin buruk, isi lewat bank lain gak bisa... Semakin payah...."
Adang Ahyady,3,11/20/2022 8:45,negatif,"transfer ke sesama ovo� tapi tidak masuk ke ovo tujuan dan bukti transaksi hilang, kecewa"
Mas Bro,1,11/20/2022 8:39,negatif,"Admin susah dihubungi,, perbaiki layanannya"
Akhmad Khaidar Official,3,11/20/2022 8:22,negatif,"Kecewa,, transfer lama masuknya, ekspektasi kecewa"
MILTA AMALIA,2,11/20/2022 8:04,negatif,"Tolong di bantu ,saldo yang saya transfer tidak masuk di Akun ovo teman saya, sedangkan saldo saya sudah dipotong"
iwan kusnindar,5,11/20/2022 7:51,positif,Sangat membantu untuk bayar produk online agar mudah dan cepat
Ewaldo minzeke,5,11/20/2022 7:43,positif,"Keren ovo,, saya sudah lama pakai, Transaksinya cepat"
Wardoyo Wahyuri,5,11/20/2022 7:32,positif,"Bagus dan terpercaya,, pakai ovo pasti lebih baik"
Yudi Saputra,5,11/20/2022 7:30,positif,Mantap ovo bisa digunakan untuk bayar pulsa dan tagihan lain
Jeem Beam,2,11/20/2022 7:20,negatif,"Sering gangguan sistem , tolong perbaiki"
deni sukendar,5,11/20/2022 6:38,positif,"Sudah bagus, selalu tingkatkan pelayanannya agar lebih baik😁"
Noor Rafika,3,11/20/2022 6:33,negatif,"Susah banget aplikasinya, hapus akun"
Jangan Dibaca,1,11/20/2022 6:32,negatif,"Sulit,, udah isi saldo tidak bisa, lama, dan gangguan"
Malbar Bae,2,11/20/2022 5:54,negatif,transfer berhasil tapi tidak ada di history. uang udah sudah potong tapi gak masuk
Den Saputra,5,11/20/2022 5:18,positif,Terimakasih sudah ada sebagai aplikasi digital untuk mengatur keuangan saya
Jeshua Efrael,5,11/20/2022 5:08,positif,"cukup cepat pelayanannya, mantap, ayok pakai ovo saja"
Melan Lani,3,11/20/2022 5:07,negatif,"Ini coba kirim saldo sudah berkurang. tapi tidak ada riwayat transaksinya, aneh"
Imam,1,11/20/2022 5:01,negatif,atur pin saja gak bisa.. Susah dipakai sekarang
Ade Haniku,1,11/20/2022 4:06,negatif,"Buka aplikasi tambah susah,, kuota semakin menipis"
Marcus_nesta Batax (Nestamarley),1,11/20/2022 4:02,negatif,"Akun saya kenapa diblokir?? , kenapa sulit untuk membukanya"
Hermanto Cosh.1,5,11/20/2022 3:27,positif,Sangat bermanfaat sekali untuk saya dan keluarga
Wildhan Aditia,5,11/20/2022 3:25,positif,"Untuk pengangguran, saya unduh aplikasi ini supaya dapat saldo 10 ribu dari pengisian survey, terima kasih 😊"
Hari Yanto,3,11/20/2022 3:25,negatif,Kenapa sekarang tambah susah mau transfer sulit
Fahmi Aziz,1,11/20/2022 3:18,negatif,"BURUK!! Baru isi saldo tiba-tiba salah pin dan terblokir, Ribet!!!"
abdul hamid,5,11/20/2022 3:08,positif,"Sangat bermanfaat,, Terima kasih sudah memberikan layanan yang baik"
Denny Frangky bungkaes,5,11/20/2022 2:57,positif,Mantap.. semuanya terasa mudah.. linkaja memang yang terbaik
Hakim Hidayat,5,11/20/2022 2:52,positif,"Aplikasi anak muda,, bisa dipakai dengan mudah, selama ini lancar dan aman digunakan"
momot gn,3,11/20/2022 2:52,negatif,Kenapa susah? Apakah bisa pinjam disini???
Fajrin Spongea,5,11/20/2022 2:48,positif,"Aplikasinya sangat membantu meringankan pekerjaan, karena bisa diproses dimana saja"
Andri Arseno,1,11/20/2022 2:26,negatif,"Aplikasi tidak bisa atur pin, keterangannya sambungan internet tidak terhubung."
Bara Aji,4,11/20/2022 1:57,positif,Sekarang linkaja sudah jauh cepat kinerjanya. Mantap
Dedi Septiadi,4,11/20/2022 1:42,positif,"Aplikasinya mantap, membantu melancarkan usaha saya karena menghemat waktu"
Mardi 123,2,11/20/2022 0:57,negatif,Tolong diperbarui lagi Riwayat transaksi gak bisa dihapus
julie elyasiny,4,11/20/2022 0:47,positif,"Memudahkan transaksi online, semoga pelayanannya meningkat"
resdi hardiyanto,4,11/20/2022 0:23,positif,"Transaksi lebih cepat dan aman,, mudah digunakan"
Buyung CP,5,11/19/2022 23:59,positif,suka pelayanannya linkaja karena cepat respon dan selalu diperbaiki
Sokhib Ahmad,5,11/19/2022 23:42,positif,"Memudahkan bertransaksi,, bisa untuk kirim saldo dengan cepat"
Ariez Tian,5,11/19/2022 23:29,positif,"Pertahankan saja kalau sudah baik,, pasti semakin banyak penggunanya"
Sandre Yahuts,4,11/19/2022 23:18,positif,"Dompet digital yang bisa bantu sesama,, puas banget"
